cluster_id,name,description,price,manufacturer
278,Panasonic PT-AX200U White Home Theater Projector - PTAX200,"Panasonic PT-AX200U White Home Theater Projector - PTAX200/ 2,000-Lumen Brightness/ Pure Color Filter/ Dynamic Iris/ Smooth Screen Technology/ Advanced Dynamic Sharpness Control/ 6,000:1 Contrast Ratio/ 1280 x 720 Pixels (1920 x 1080 Pixels With Compression)/ White Finish",$999.00,Panasonic
279,Logitech diNovo Media Desktop Laser Keyboard And Mouse Combo - 967562,Logitech diNovo Media Desktop Laser Keyboard And Mouse Combo - 967562/ Unique Ultra-Flat Keyboard/ Detached Customizable MediaPad/ Precision Rechargeable Laser Mouse/ Tilt Wheel Plus Zoom/ Customizable Hotkeys/ Dedicated Search Buttons/ Bluetooth Wireless Technology Compatible/ Black And Gray Finish,$199.00,Logitech
280,Apple 1TB Time Capsule Wireless Hard Drive  - MB277LLA,Apple 1TB Time Capsule Wireless Hard Drive - MB277LLA/ 1TB 7200-rpm Serial ATA Server-Grade Hard Disk Drive/ Up To 5x The Performance And 2x The Range With 802.11n/ Wi-Fi Protected Access (WPA/WPA2)/ Wireless Security (WEP) Configurable For 40-Bit And 128-Bit Encryption/ NAT Firewall/ AirPort Utility For Mac And Windows,$499.00,Apple
281,Microsoft Office 2008 For Mac Home And Student Edition - GZA00006,"Microsoft Office 2008 For Mac Home And Student Edition - GZA00006/ Open XML File Formats, The Office Art Graphics Engine And Other Features That Result In Compatibility And File Fidelity/ Includes Word, Excel, PowerPoint, Entourage, Messenger, Microsoft Server Exchange Support, Automator Actions For Workflows In Microsoft Office",,Microsoft
282,Sirius Satellite Radio Universal Car Tuner - SCC1,"Sirius Satellite Radio Universal Car Tuner - SCC1/ Low-Profile, Roof-Mount Antenna With 21 Cable/ Works With A Separate SIRIUS Connect Adapter/ Channel Scan/Search/ Channel Presets",$64.72,Sirius
283,CHARGE YOUR UNIT WITH THIS AC ADAPTER CABLE. ALSO INCLUDES INTERNATIONAL ADAPTER - 010-10723-00,Garmin 010-10723-00 AC Adapter Cable With International Adapters - 0101072300/ Includes UK & Euro Adapters/ Black Finish,,Garmin
284,Garmin 010-10723-02 Carrying Case - 0101072302,Garmin 010-10723-02 Carrying Case - 0101072302/ Compatible With Garmin Nuvi 350/ Black Finish,,Garmin
285,Garmin Leather Carry Case for Nuvi 660 - 010-10823-01,Garmin 010-10823-01 Carrying Case - 0101082301/ Durable Leather Case/ Fits Garmin 4.3 Models/ Black Finish,$9.28,Garmin
286,Garmin Nuvi Portable Friction Mount - 0101090800,Garmin Nuvi Portable Friction Mount - 0101090800/ No Installation Required/ Securely Mounts Your GPS To A Surface In Your Car/ Works With All Garmin Nuvi Portable GPS Units/ Black Finish,$39.00,Garmin
287,Pioneer CD-R55 Wireless Remote for Avic-D3/4900DVD - CDR55,"Pioneer Remote Control With DVD/Audio Controls - CDR55/ Hands-Free Wireless Control/ Quick Access For Functions/ Compatible With AVH-P5000DVD, AVH-P4000DVD, AVIC-N4, AVIC-D3, AVH-P4900DVD And AVH-P5900DVD",$19.00,Pioneer
288,Pioneer Cd-sb10 Sirius Interface Cable - CD-SB10,Pioneer Sirius Bus Interface - CDSB10/ Sirius Connect' Compatibility/ Replay Function/ Game Alert/ Game Zone,$68.00,Pioneer
289,Pioneer GEX-P10HD HD Radio Add-on Tuner for Select In-dash Pioneer Receivers,"Pioneer HD Radio Tuner - GEXP10HD/ Compatible With  FH-P800BT, FH-P8000BT, DEH-P700BT, DEH-P7000BT, DEH-P600UB, DEH-P6000UB/ 'External Control' Capable",$100.00,Pioneer
290,Peerless Flat Panel Display Mount Black Finish - SGLB01,Peerless Flat Panel Display Mount Black Finish - SGLB01/ Can Hold Between 32' To 50' Screens/Vertical Screen Adjustment Feature For Optimal Viewing Height/  Internal Cable Management/ Adjustable Glass Shelving/ Black Finish,,Peerless
291,Panasonic KX-TGA820B Black DECT 6.0 Cordless Handset - KXTGA820B,Panasonic KX-TGA820B Black DECT 6.0 Cordless Handset - KXTGA820B/ Compatible With DECT KX-TG8231/8232 Series Phone Systems/ DECT 6.0 Technology/ Answering System With Compatible Base Unit/ Call Waiting Caller ID/ Join In/Privacy/ Full Color Backlit LCD Display/ Black Finish,$39.76,Panasonic
292,Toshiba Black Progressive Scan DVD Player - SD4100,Toshiba Black DVD/VCR Combinaton Player - SDV296/ Progressive Scan DVD Player/ One Touch Recording For The VCR/ ColorStream Pro Progressive Scan Component Video Outputs/ Simultaneous DVD Playback And VHS Record/ JPEG Viewer/ Black Finish,$39.36,Toshiba
293,Electrolux Harmony Series Canister Vacuum - EL6985B,Electrolux Harmony Series Canister Vacuum - EL6985B/ Foot-Operated Switch On The Floor Nozel/ Ergonomic Handle Design/ Electronic Dust Bag Indicator/ HEPA H12 Filter/ Telescoping Wand,$299.99,Eureka
294,Sennheiser Nickel metal hydride Battery for Headsets - BA-151,Sennheiser Rechargeable Nickel-Metal Hydride Battery - BA151/ Rechargeable Battery For Wireless Sennheiser Headphones,$20.00,Sennheiser
295,Canon CLI-8 Green Ink Tank For PIXMA Pro 9000 Printer - 0627B002,Canon Green Photo Ink Cartridge - CLI8G/ FINE Technology For Exceptional Sharpness & Detail/ Compatible With Canon Pixma Pro9000,$16.00,Canon
296,Canon CLI-8 Red Ink Tank For PIXMA Pro9000 Printer - 0626B002,Canon Red Photo Ink Cartridge - CLI8R/ FINE Technology For Exceptional Sharpness & Detail/ Compatible With Canon Pixma Pro9000,$16.00,Canon
297,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP400UB,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP400UB/ 50W x 4 Built-In Speaker Power/ 3 RCA Hi-Volt Preouts/ Two-Way Crossover/ Supertuner IIID/ AUX-In Connection/ Rotary Commander Volume Control,$183.00,Pioneer
298,Pioneer DEH-2000MP CD/MP3/WMA In-Dash Receiver - DEH2000MP,Pioneer DEH-2000MP CD/MP3/WMA In-Dash Receiver - DEH2000MP/ 50W x 4 Built-In Speaker Power/ LED Display/ Built-In Front Auxiliary Input/  Detachable Face Security/ Remote Control/ Rotary Volume Control,$98.00,Pioneer
299,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP500UB,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP500UB/ 50W x 4 Built-In Speaker Power/ 3 RCA Hi-Volt Preouts/ Two-Way Crossover/ Supertuner IIID/ AUX-In Connection/ Rotary Commander Volume Control,$208.00,Pioneer
300,Sony 40GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR10,Sony 40GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR10/ 1920 x 1080 Recording/ Face Detection/ 2.3 Megapixel ClearVid CMOS Sensor/ Bionz Image Processor/ Exmor Imaging Sensor/ 15X Optical/180X Digital Zoom/ 2.7' Wide (16:9) Hybrid Touch Panel Clear Photo LCD Plus Display/ Dolby Digital 5.1ch Recording/ Dynamic Range Optimizer/ Super NightShot Infrared System/ x.v. Color Technology,$549.00,Sony
301,Sony 60GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR11,Sony 60GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR11/ 1920X1080 Recording/ Face Detection/ 5 Megapixel ClearVid CMOS Sensor/ Bionz Image Processor/ Exmor Imaging Sensor/ 12X Optical/150X Digital Zoom/ 3.2' Wide (16:9) Hybrid Touch Panel Clear Photo LCD Plus Display/ Dolby Digital 5.1ch Recording/ Dynamic Range Optimizer/ Super NightShot Infrared System/ x.v. Color Technology,$666.41,Sony
302,Cuisinart Stainless Steel 4-Quart Programmable Slow Cooker - PSC400,Cuisinart Stainless Steel 4-Quart Programmable Slow Cooker - PSC400/ 24-Hour Programmable Cook Time/ Digital Countdown Timer/ Three Cooking Modes/ Touchpad Control Panel With LCD Timed Display/ Dishwasher-Safe Removable Ceramic Cooking Pot/ Nonslip Rubber Feet/ Stainless Steel Finish,$79.95,Cuisinart
303,Sony 120GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR12,Sony 120GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR12/ 1920X1080 Recording/ Face Detection/ 5 Megapixel ClearVid CMOS Sensor/ Bionz Image Processor/ Exmor Imaging Sensor/ 12X Optical/150X Digital Zoom/ 3.2' Wide (16:9) Hybrid Touch Panel Clear Photo LCD Plus Display/ Dolby Digital 5.1ch Recording/ Dynamic Range Optimizer/ Super NightShot Infrared System/ x.v. Color Technology,$869.00,Sony
304,Sony Handycam HDR-HC9 High Definition Digital Camcorder - HDRHC9,Sony High Definition HDV Handycam Camcorder - HDRHC9/ 10X Optical/20X Digital Zoom/ 2.7' Wide (16:9) Touch Panel Clear Photo LCD Plus Display/ Switchable HDV/DV Format Recording/ Active Interface Shoe/ Built-In Intelligent Flash/ Progressive Shutter System/ Super NightShot Infrared System/ x.v. Color Technology,$824.95,Sony
305,Sony Silver Cyber-Shot 7.2 Megapixel Digital Camera - DSCW120,Sony Silver Cyber-Shot Digital Camera - DSCW170/ 10.1 Megapixels/ 2.7' LCD Display/ 15 MB Internal Memory/ Carl Zeiss 5X Optical Zoom Lens/ BIONZ Real Imaging Processor Technology/ 16:9 High-Resolution Mode/ 9-Point Auto Focus/ Automatic Macro Shooting/ High Sensitivity Mode/ Burst Mode/ Face Detection/ Intelligent Scene Recognition Mode/ In-Camera Retouching/ Super SteadyShot Optical Image Stabilization With Anti-Blur Solution/ Music Slideshow/ HDTV Compatibility/ Beginner-Friendly Function Guide/ Silver Finish,$129.99,Sony
306,Sony Pink Cyber-Shot 7.2 Megapixel Digital Camera - DSCW120P,Sony Pink Cyber-Shot 7.2 Megapixel Digital Camera - DSCW120P/ 7.2 Megapixel/ 4X Optical Zoom/ 2.5' TFT LCD/ 15 MB Internal Memory/ Face Detection/ Super SteadyShot Image Stabilization/ Smile Shutter Mode/ Smart Zoom/ Pink Finish,$109.99,Sony
307,Sony 7' Digital Photo Frame In Black - DPFD70,Sony 7' Digital Photo Frame - DPFD70/ 7' LCD With 800 x 480 Resolution/ 15:9 Aspect Ratio/ 256MB Internal Memory/ Supports Most Memory Cards/ Variety Of Display Modes/ Auto Image Rotation Feature/ View Mode Button/ Fast Digital Picture Decoding/ Handles Large Data Files/ USB B-Type Connection/ Remote Control/ Black Finish,$139.00,Sony
308,Peerless 32' - 50' Articulating Flat Panel TV Black Wall Arm - SA750PU,Peerless 32' - 50' Articulating Flat Panel TV Black Wall Arm - SA750PU/ One-Touch Tilt/ Three Pivot Points/ Up To 10.75' Total Horizontal Adjustment/ Black Finish,,Peerless
309,Sony 9' Digital Photo Frame In Black - DPFV900,"Sony 9' Digital Photo Frame - DPFV900/ 9' LCD With 800 x 480 Resolution/ 15:9 Aspect Ratio/ 512MB Internal Memory/ Supports Most Memory Cards/ Variety Of Display Modes/ Auto Rotation And Auto Touch Up Feature/ HDMI Output And Bluetooth­ Ready/ Brilliant Color Photo Display/ Store Up To 1,000 Photos/ Auto Correction Function/ Remote Control/ Black Finish",$199.95,Sony
310,Canon VIXIA HF100 High Definition Digital Camcorder - 2708B001,Canon Vixia High Definition Camcorder - HF100/ 2.7' Color Widescreen LCD/ 12x HD Video Zoom Lens/ 3.3 Megapixel/ DIGIC DV II Image Processor/ 200x Digital Zoom/ RGB Primary Color Filter/ Built-In Electronic Lens Cover,$529.00,Canon Camcorders
311,Canon DC310 Digital Camcorder - 2694B001,Canon 2694B001 DVD Camcorder - DC310/ Image Stabilization/ Widescreen HR Recording/ 2.7' LCD Screen/ Smooth Zoom Control/ Built-In Lens Cover/ 9 Digital Effects/9 Fades/ 21 Selectable Display Languages/ 37x Optical/2000x Digital Zoom/ Silver Finish,$289.95,Canon
312,Canon DC320 Digital Camcorder - 2691B001,Canon DVD Camcorder - DC320/ Image Stabilization/ Widescreen HR Recording/ 2.7' LCD Screen/ Smooth Zoom Control/ Built-In Lens Cover/ 9 Digital Effects/9 Fades/ 21 Selectable Display Languages/ 37x Optical/2000x Digital Zoom/ Silver Finish,$299.99,Canon
313,Canon VIXIA HV30 High Definition Digital Camcorder - 2680B001,Canon Vixia High Definition Camcorder - HV30/  2.7' Color Widescreen LCD/ 10x HD Video Zoom Lens/ 2.96 Megapixel/ DIGIC DV II Image Processor/ 200x Digital Zoom/ Built-In Ultra Video Light/ MiniSD Card Slot/ Built-In Electronic Lens Cover,$650.99,Canon
314,Transcend 133X High-Speed 4GB Compact Flash Card - TS4GCF133,Transcend 133X High-Speed 4GB Compact Flash Card - TS4GCF133/ 21.5MB Per Sec. Data Transfer Rate/ Dual-Channel Support/ Multi-Platform Compatibility/ Supports Ultra DMA Mode 0-4/ Low Power Consumption,,TRANSCEND INFORMATION
315,Canon Silver Dual Flash Memory Camcorder - FS11,Canon Silver Dual Flash Memory Camcorder - FS11/ 16GB Internal Flash Drive/ SDHC Card Slot/ Built-In Electronic Lens Cover/ Wireless Remote Control/ 2.7' Widescreen LCD/ 1.07 Megapixel CCD Image Sensor/ 48x Advanced Zoom/ Moonstone Silver Finish,$405.97,Canon Camcorders
316,Canon Silver Dual Flash Memory Camcorder - FS10,Canon Silver Dual Flash Memory Camcorder - FS10/ 8GB Internal Flash Drive/ SDHC Card Slot/ Built-In Electronic Lens Cover/ Wireless Remote Control/ 2.7' Widescreen LCD/ 1.07 Megapixel CCD Image Sensor/ 48x Advanced Zoom/ Moonstone Silver Finish,$341.72,Canon Camcorders
317,Canon VIXIA HF10 High Definition Digital Camcorder - 2573B001,Canon Vixia High Definition Camcorder - HF10/ 2.7' Color Widescreen LCD/ 12x HD Video Zoom Lens/ 3.3 Megapixel/ DIGIC DV II Image Processor/ 200x Digital Zoom/ Built In 16 GB Memory/ SD Card Slot For Expanded Memory/ RGB Primary Color Filter/ Built-In Electronic Lens Cover,$638.09,Canon
318,SIRIUS SiriusConnect Vehicle Kit In Black - SCVDOC1,SIRIUS SiriusConnect Vehicle Kit In Black - SCVDOC1/ Compact Design/ Compatible With The Next Generation Of SiriusConnect Interface Adapters/ 3 Interchangeable Adapter Plates/ Black Finish,$59.00,Sirius
319,Sharp LC-52D85U - 52' Widescreen 1080p LCD HDTV - 120Hz - 4ms Response Time,"Sharp AQUOS 52' Special Edition LCD Black Flat Panel HDTV - LC52SE94U/ Full HD 1080p (1920 x 1080) Resolution/ AQUOS Net/ 120Hz Frame Rate Conversion/ Enhanced Black Level/ 4ms Response Time/ 27,000:1 Dynamic Contrast Ratio/ Built-In ATSC/QAM/NTSC Tuners/ 60,000 Hours Lamp Life/ Black Finish","$2,049.99",Sharp
320,Weber Spirit SP-320 Stainless Steel Liquid Propane Gas Outdoor Grill - 3730001,"Weber Spirit SP-320 Stainless Steel Liquid Propane Gas Outdoor Grill - 3730001/ 36,000 BTU Stainless Steel Burners/ 12,000 BTU Side Burner/ Crossover Ignition System/ 611 Sq. In. Total Cooking Area/ Stainless Steel Cooking Grates And Lid/ Warming Area/ Right Hand And Left Hand Condiment Baskets/ Center Mounted Thermometer/ 3 Tool Holders/ Stainless Steel Finish (LP Tank Sold Separately)/ Assembly Required",,Weber
321,Linksys Wireless-G Ethernet Bridge - WET54G,"Linksys Wireless-G Ethernet Bridge - WET54G/ Converts Wired-Ethernet Devices To Wireless-G Network Connectivity/ For Windows, Macintosh, Linux, PlayStation Consoles, Xbox Consoles, Or Anything With An Ethernet Port/ Plug And Play, No Driver Installation Require",$89.00,LINKSYS
322,Yamaha RX-V363BL 5.1 Channel Digital Home Theater Receiver In Black - RXV363BK,"Yamaha RX-V363BL 5.1 Channel Digital Home Theater Receiver In Black - RXV363BK/ 500 Watts Powerful Surround Sound (100W x 5)/ iPod And Bluetooth Audio Compatibility/ Dolby Digital, DTS And Dolby Pro Logic II Decoding/ Cinema DSP With 8 DSP Programs/ Compressed Music Enhancer/ 192kHz/24-Bit DACs For All Channels/ Remote Control/ Black Finish",$199.00,Yamaha
323,Sony Handycam DCR-HC52 Digital Camcorder - DCRHC52,Sony Silver MiniDV Handycam Camcorder - DCRHC52/ 680K Pixels Imager/ Carl Zeiss Vario-Tessar Lens/ 40x Optical Zoom And 2000x Digital Zoom/ 2.5' Touch Panel LCD Display/ Super SteadyShot Image Stabilization/ Super NightShot Plus Technology/ Easy Handycam Button/ Fader Effects/ Manual Focus/ Multi-Language Menu/ Silver Finish,$229.00,Sony
324,Yamaha Outdoor NS-AW390 All-Weather Speaker System - NS-AW390WH,Yamaha NS-AW390WH All-Weather Speaker System - NSAW390WH/ 6.5' High Compliance/ PP Mica Filled Woofers/ Unique Dual 1' PEI Dome Tweeter Configuration/ Aluminum Speaker Grilles/ Wall Mountable/ White Finish/ Sold As A Pair,$149.00,Yamaha
325,Sony 30GB Handycam Hard Disk Drive Camcorder - DCRSR45,Sony 30GB Handycam Hard Disk Drive Camcorder - DCRSR45/ 1/8' Advanced HAD CCD Imager/ 40X Optical/2000X Digital Zoom/ 2.7' Wide (16:9) Touch Panel Clear Photo LCD Plus Display/ Hybrid Recording To Hard Disk Drive Or Memory Stick Media/ Built-In Zoom Microphone With 5.1ch Recording/ Carl Zeiss Vario-Tessar Lens/ USB 2.0 Interface/ Super NightShot Infrared System,$304.99,Sony
326,Yamaha Outdoor NS-AW390 All-Weather Speaker System - NS-AW390BL,Yamaha NS-AW390BL All-Weather Speaker System - NSAW390BK/ 6.5' High Compliance/ PP Mica Filled Woofers/ Unique Dual 1' PEI Dome Tweeter Configuration/ Aluminum Speaker Grilles/ Wall Mountable/ Black Finish/ Sold As A Pair,$149.00,Yamaha
327,Yamaha NS-AW190BL All-Weather Pair Speaker System - NSAW190BK,Yamaha NS-AW190BL All-Weather Speaker System - NSAW190BK/ 5' High Compliance/ PP Mica Filled Woofers/ Unique Dual 1/2' PEI Dome Tweeter Configuration/ Aluminum Speaker Grilles/ Wall Mountable/ Black Finish/ Sold As A Pair,$99.00,Yamaha
328,"Handycam HDR-UX10 DVD Camcorder (15x Opt, 180x Dig, 2.7' LCD) - HDRUX10",Sony High Definition DVD Handycam Camcorder - HDRUX10/ 1920 x 1080 Full HD Resolution Recording/ Face Detection/ 2.3 Megapixel ClearVid CMOS Sensor/ 15X Optical/180X Digital Zoom/ 2.7' Wide1 (16:9) Hybrid Touch Panel Clear Photo LCD Plus Display/ Hybrid Recording To DVD Or Memory Stick Media/ Built-In Zoom Microphone With 5.1ch Recording/ Dynamic Range Optimizer/ Super NightShot Plus Infrared System/ x.v. Color Technology,$768.24,Sony
329,Yamaha 5.1 Channel Home Theater In A Box System In Black  - YHT390BK,"Yamaha 5.1 Channel Home Theater In A Box System In Black - YHT390BK/ New Scene, Compressed Music Enhancer/ iPod Compatibility/ 600W Powerful Surround Sound/ Silent Cinema/ 192kHz/24-Bit DACs For All Channels/ Black Finish",$399.00,Yamaha
330,KitchenAid ProLine Series 16 Cup Food Processor - KPFP850OB,"KitchenAid ProLine Series 16 Cup Food Processor - KPFP850OB/ 1000 Watts Motor/ 16-Cup Work Bowl, 13-Cup Chefs Bowl, 4.5-Cup Mini Bowl/ Die-Cast Metal Base/ Stainless Steel Multipurpose Blade/ Wide Mouth Feed Tube/ 2-Piece Food Pusher/ Onyx Black Finish",,KitchenAid
331,Transcend 2GB 133x Ultra Speed Compact Flash Card - TS2GCF133,Transcend 133X High-Speed 8GB Compact Flash Card - TS8GCF133/ 21.5MB Per Sec. Data Transfer Rate/ Dual-Channel Support/ Multi-Platform Compatibility/ Supports Ultra DMA Mode 0-4/ Low Power Consumption,$38.00,TRANSCEND INFORMATION
332,Sony Cyber-shot DSC-W150 Digital Camera - Red - DSCW150R,Sony DSCW150 Red Cyber-Shot Digital Camera - DSCW150R/ 8.1 Megapixels/ 2.7' LCD Display/ 15 MB Internal Memory/ Carl Zeiss 5X Optical Zoom Lens/ 16:9 High-Resolution Mode/ 9-Point Auto Focus/ Automatic Macro Shooting/ High Sensitivity Mode/ Burst Mode/ Face Detection/ Intelligent Scene Recognition Mode/ In-Camera Retouching/ Super SteadyShot Optical Image Stabilization With Anti-Blur Solution/ Music Slideshow/ HDTV Compatibility/ Beginner-Friendly Function Guide/ Red Finish,$139.94,Sony
333,Sony Cyber-shot DSC-W150 Digital Camera - Gold - DSCW150N,Sony DSCW150 Gold Cyber-Shot Digital Camera - DSCW150N/ 8.1 Megapixels/ 2.7' LCD Display/ 15 MB Internal Memory/ Carl Zeiss 5X Optical Zoom Lens/ 16:9 High-Resolution Mode/ 9-Point Auto Focus/ Automatic Macro Shooting/ High Sensitivity Mode/ Burst Mode/ Face Detection/ Intelligent Scene Recognition Mode/ In-Camera Retouching/ Super SteadyShot Optical Image Stabilization With Anti-Blur Solution/ Music Slideshow/ HDTV Compatibility/ Beginner-Friendly Function Guide/ Gold Finish,$129.99,Sony
